score	review
4	I see reviews of these batteries mostly on one end of the spectrum or the other. I love em' or I hate em'. Seems leakage is the culprit in bad reviews. I have had no problems with the AA size batteries I ordered.
4	works fine. don't know if they are better than name brands, but they do job for me.
4	Seem to be long-lasting. Works just great.
4	Works well for the price point and is completely comparable to name brand batteries. I will be purchasing all of my future battery needs from amazon basics.
4	I have not seen that these AmazonBasics batteries lose their charge any quicker than the name brands, like other off brands are wont to do. For the price, these are a better value than other multi-packs I have seen. I will definitely keep buying these as long as they are available at these prices.
4	Great deal, no problems, with the purchase.
4	These are a great value and seem to last almost as long as Duracells. I would recommend them. I've had a pair in a remote for almost a year now, still going strong.
4	Seem to lady just as long as the name brand. Worth a go for flash photographers
4	You can't beat these batteries when it comes to price. My son has seemingly a million toys that require batteries and it's always handy to have some around when he leaves them on (thomas the train motorized engines). Buying these from Amazon saves me a lot of money vice buying them from a major retailer. Thanks Amazon!Pro: cheap and reliable
4	You get a lot for a great price! I mainly just use them for my xbox one controller and they last for quite a long time!
4	They are batteries and as such work just as expected.
4	Yup. Batteries.
4	Simple in its design, with multiple angles, the mesh keeps your laptop cool, the cord keeper in back keeps organized, and the surface area is great for a 15.6 laptop. I think this would also work for a 17 laptop, but there may be a larger model for those. Check first. The only gripe I have about this unit is the two 'tabs' that keep the laptop from sliding down into your lap when adjusted up at an angle. These two tabs could benefit from being 1/2 taller than they are. This would allow a 'thicker' laptop base from 'spillage' like my Toshiba seems to occasionally do. So that is my only con for this item. I would still suggest buying it.
4	Every other laptop cooler I have purchased has a USB plug to run a fan. Got tired of the fans making noise, the USB or cooler plug not working eventually etc.So gave this one a shot and it does what it says plus. Keeps my 15.6 Mac book pro cool and my legs are not heating up any more when sitting on the couch. Also the bottom does not feel nearly as hot as it used to. So why only 4 stars. The two tabs to keep your laptop from sliding off are not adjustable so when you are typing your arms want to rest on those tabs. Really uncomfortable. So in the pictures you can see a slight modification I made to alleviate this problem. I now rest the laptop on the pads so when typing my arms are resting on the key board portion as if the tabs were not there. Much more comfortable. I used strips of thick felt with sticky bottoms. Certainly not a technical fix but does the job. All they had to do was include a metal piece retrofit on the bottom portion that would allow you to raise your computer to a level so the tabs would not interfere. Simple but maybe on the next model. Check out the two photos.
